id,crop_year,district_id,variety_code,grape_type_code,brix_code,brix_value,wt_price_per_ton,tons_crushed,report_type
1a006fb15fc80a9f,2022,1,6112,6,100.0,,1750.0,62.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,1777.26,24.1,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,1800.0,95.8,Final
63765503cd841387,2022,1,6112,6,11100.0,11.1,1800.0,1.5,Final
a0aa8574acde1598,2022,1,6112,6,21000.0,21.0,1800.0,11.2,Final
54152d0415a1b888,2022,1,6112,6,26800.0,26.8,1840.0,29.9,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,1850.0,45.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,1900.0,26.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2000.0,302.3,Final
7d72a749221c2b95,2022,1,6112,6,9100.0,9.1,2000.0,14.0,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2080.0,59.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2100.0,44.6,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2200.0,26.3,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2204.0,10.9,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2250.0,3.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2300.0,9.9,Final
d914df4e568893e4,2022,1,6112,6,17000.0,17.0,2300.0,3.4,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2400.0,55.8,Final
1e61682c004523e8,2022,1,6112,6,13400.0,13.4,2400.0,2.4,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2500.0,1067.1,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2671.71,8.2,Final
6e8dc2bec9df7c2f,2022,1,6112,6,8650.0,8.65,2700.0,10.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2750.0,65.8,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2800.0,48.2,Final
1e61682c004523e8,2022,1,6112,6,13400.0,13.4,2800.0,0.5,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,2900.0,7.9,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3000.0,70.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3101.46,19.1,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3200.0,1.5,Final
18361be30da75899,2022,1,6112,6,13600.0,13.6,3200.0,0.9,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3250.0,16.1,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3275.0,2.7,Final
9995a4bd70a51752,2022,1,6112,6,17200.0,17.2,3358.0,1.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3400.0,5.5,Final
99b84fcdf20b8310,2022,1,6112,6,20700.0,20.7,3400.0,0.9,Final
9995a4bd70a51752,2022,1,6112,6,17200.0,17.2,3475.0,14.0,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3500.0,57.9,Final
d914df4e568893e4,2022,1,6112,6,17000.0,17.0,3500.0,17.8,Final
64fc67639546e412,2022,1,6112,6,17400.0,17.4,3500.0,13.7,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3528.0,18.0,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3600.0,76.9,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3650.0,11.5,Final
64fc67639546e412,2022,1,6112,6,17400.0,17.4,3670.0,4.8,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3700.0,2.3,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3716.0,10.5,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3750.0,20.3,Final
d914df4e568893e4,2022,1,6112,6,17000.0,17.0,3750.0,3.5,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3800.0,4.1,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3850.0,52.4,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3880.0,10.1,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3881.0,4.5,Final
18361be30da75899,2022,1,6112,6,13600.0,13.6,3896.74,15.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,3900.0,27.5,Final
d70fc998c38a1b28,2022,1,6112,6,8100.0,8.1,3900.0,1.7,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,4000.0,60.0,Final
18361be30da75899,2022,1,6112,6,13600.0,13.6,4000.0,2.9,Final
229687bfd3abe0ec,2022,1,6112,6,20800.0,20.8,4000.0,3.0,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,4050.0,2.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,4100.0,1.5,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,4175.0,9.4,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,4200.0,198.7,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,4400.0,2.1,Final
229687bfd3abe0ec,2022,1,6112,6,20800.0,20.8,4400.0,3.8,Final
a0aa8574acde1598,2022,1,6112,6,21000.0,21.0,4400.0,1.8,Final
dc101c50f33e1d12,2022,1,6112,6,21800.0,21.8,4400.0,6.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,4500.0,90.4,Final
18361be30da75899,2022,1,6112,6,13600.0,13.6,4500.0,12.4,Final
1498837587ba570a,2022,1,6112,6,15900.0,15.9,4500.0,19.6,Final
93f48b5d8394a38a,2022,1,6112,6,17900.0,17.9,4500.0,11.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,4800.0,20.1,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,5000.0,17.3,Final
632255d6e89f3767,2022,1,6112,6,13800.0,13.8,5000.0,1.2,Final
a4ee9bae91848665,2022,1,6112,6,14000.0,14.0,5000.0,1.3,Final
64fc67639546e412,2022,1,6112,6,17400.0,17.4,5000.0,2.0,Final
bac4a9a810053f13,2022,1,6112,6,21500.0,21.5,5000.0,0.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,5009.0,140.0,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,5306.04,7.4,Final
a0aa8574acde1598,2022,1,6112,6,21000.0,21.0,5400.0,3.9,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,5500.0,21.7,Final
18361be30da75899,2022,1,6112,6,13600.0,13.6,5500.0,1.0,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,6000.0,39.2,Final
64fc67639546e412,2022,1,6112,6,17400.0,17.4,6000.0,0.9,Final
93f48b5d8394a38a,2022,1,6112,6,17900.0,17.9,6000.0,10.7,Final
64fc67639546e412,2022,1,6112,6,17400.0,17.4,6300.0,41.5,Final
64fc67639546e412,2022,1,6112,6,17400.0,17.4,6400.0,23.1,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,6500.0,13.7,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,6800.0,11.1,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,6825.0,30.1,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,6966.0,9.0,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,7000.0,32.2,Final
18361be30da75899,2022,1,6112,6,13600.0,13.6,7042.62,8.8,Final
a0aa8574acde1598,2022,1,6112,6,21000.0,21.0,7200.0,8.3,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,7250.0,5.7,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,7272.72,3.3,Final
632255d6e89f3767,2022,1,6112,6,13800.0,13.8,7400.0,2.0,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,7500.0,5.3,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,7798.52,2.1,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,8000.0,4.2,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,8050.0,2.7,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,8697.0,7.3,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,10000.0,5.3,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,10881.0,6.0,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,10881.42,5.7,Final
1a006fb15fc80a9f,2022,1,6112,6,100.0,,11740.34,9.6,Final
55153dad192435f0,2022,1,6182,6,100.0,,1650.0,3.3,Final
79f7c97919de8eca,2022,1,6021,6,100.0,,1000.0,3.7,Final
79f7c97919de8eca,2022,1,6021,6,100.0,,1300.0,22.2,Final
0a242ee49d167f7f,2022,1,6021,6,13600.0,13.6,1400.0,26.8,Final
79f7c97919de8eca,2022,1,6021,6,100.0,,1572.18,21.1,Final
79f7c97919de8eca,2022,1,6021,6,100.0,,1600.0,2.5,Final
79f7c97919de8eca,2022,1,6021,6,100.0,,1700.0,2.5,Final
79f7c97919de8eca,2022,1,6021,6,100.0,,2650.0,0.6,Final
830062da6f5efc82,2022,1,6127,6,100.0,,1000.0,1.5,Final
deda7221302b9f3d,2022,1,6127,6,13600.0,13.6,1460.0,52.6,Final
830062da6f5efc82,2022,1,6127,6,100.0,,1500.0,3.4,Final
501bcf802c1fe711,2022,1,6127,6,11100.0,11.1,1600.0,4.0,Final
830062da6f5efc82,2022,1,6127,6,100.0,,1700.0,15.1,Final
830062da6f5efc82,2022,1,6127,6,100.0,,1800.0,28.2,Final
e5463ba9a42a56a9,2022,1,6127,6,9100.0,9.1,1800.0,3.5,Final
830062da6f5efc82,2022,1,6127,6,100.0,,1900.0,3.0,Final
830062da6f5efc82,2022,1,6127,6,100.0,,2000.0,43.4,Final
830062da6f5efc82,2022,1,6127,6,100.0,,2025.58,5.4,Final
830062da6f5efc82,2022,1,6127,6,100.0,,2200.0,4.2,Final
830062da6f5efc82,2022,1,6127,6,100.0,,2350.0,22.0,Final
830062da6f5efc82,2022,1,6127,6,100.0,,2500.0,4.5,Final
830062da6f5efc82,2022,1,6127,6,100.0,,2650.0,12.9,Final
830062da6f5efc82,2022,1,6127,6,100.0,,3000.0,30.8,Final
830062da6f5efc82,2022,1,6127,6,100.0,,3200.0,4.9,Final
a9fccf413bb8120b,2022,1,6133,6,9300.0,9.3,1500.0,3.5,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,1225.0,30.7,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,1300.0,36.7,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,1350.0,25.3,Final
2c032f5410e08857,2022,1,6163,6,20800.0,20.8,1350.0,5.8,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,1400.0,207.8,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,1450.0,127.3,Final
d564442cf31961d6,2022,1,6163,6,13600.0,13.6,1460.0,19.1,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,1500.0,1.1,Final
d564442cf31961d6,2022,1,6163,6,13600.0,13.6,1500.0,15.9,Final
f105b968301af3d5,2022,1,6163,6,21200.0,21.2,1650.0,30.2,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,1700.0,56.6,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,1734.0,15.0,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,1750.0,32.8,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,1800.0,36.0,Final
0932ad3de879c4b6,2022,1,6163,6,13400.0,13.4,1800.0,0.1,Final
d564442cf31961d6,2022,1,6163,6,13600.0,13.6,1800.0,46.2,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,1850.0,54.3,Final
53cba2c1d43bc8a7,2022,1,6163,6,17200.0,17.2,1850.0,9.9,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,1900.0,28.4,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,2000.0,133.5,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,2050.0,4.9,Final
77df09aa9de18616,2022,1,6163,6,9500.0,9.5,2100.0,2.7,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,2200.0,2.7,Final
5acbaea37f923f09,2022,1,6163,6,24500.0,24.5,2200.0,3.3,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,2300.0,1.8,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,2450.0,38.0,Final
614512f6840f066e,2022,1,6163,6,17000.0,17.0,2900.0,2.7,Final
3cab3bb2576cb60d,2022,1,6163,6,29620.0,29.62,2950.0,8.5,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,3000.0,2.5,Final
ec05cc9a5ba002b4,2022,1,6163,6,3200.0,3.2,3000.0,44.3,Final
97097035d913eddc,2022,1,6163,6,25430.0,25.43,3100.0,2.4,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,3200.0,1.0,Final
b5978d79c487ae28,2022,1,6163,6,8100.0,8.1,3200.0,2.0,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,3700.0,6.5,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,3800.0,9.3,Final
ec05cc9a5ba002b4,2022,1,6163,6,3200.0,3.2,4079.23,21.7,Final
387047a2ec794777,2022,1,6163,6,4200.0,4.2,4300.0,4.3,Final
53cba2c1d43bc8a7,2022,1,6163,6,17200.0,17.2,4300.0,1.1,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,4400.0,1.5,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,4500.0,3.5,Final
2c032f5410e08857,2022,1,6163,6,20800.0,20.8,4500.0,1.9,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,4600.0,2.1,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,4800.0,1.0,Final
3872c2ebf702ec5f,2022,1,6163,6,100.0,,5000.0,2.8,Final
3373b30713b13d5c,2022,1,6136,6,100.0,,1500.0,0.3,Final
3373b30713b13d5c,2022,1,6136,6,100.0,,1800.0,0.6,Final
1d92577fe8b57e5b,2022,1,6136,6,17600.0,17.6,1800.0,0.7,Final
3373b30713b13d5c,2022,1,6136,6,100.0,,4000.0,4.0,Final
3373b30713b13d5c,2022,1,6136,6,100.0,,4300.0,1.5,Final
37e832b1e276eaff,2022,1,6008,6,100.0,,1400.0,11.0,Final
eae14fb3cf1407df,2022,1,6186,6,13100.0,13.1,2300.0,2.5,Final
96d641a7b59b9060,2022,1,6186,6,100.0,,3900.0,1.1,Final
aee9f82f51446c61,2022,1,6052,6,100.0,,1800.0,8.3,Final
fccd64aad7ba48df,2022,1,6052,6,12900.0,12.9,1800.0,2.0,Final
aee9f82f51446c61,2022,1,6052,6,100.0,,1900.0,4.8,Final
aee9f82f51446c61,2022,1,6052,6,100.0,,2000.0,1.8,Final
aee9f82f51446c61,2022,1,6052,6,100.0,,3200.0,2.1,Final
643c6a1700fc07ae,2022,1,6154,6,20800.0,20.8,1000.0,67.4,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1100.0,45.8,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1300.0,66.8,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1400.0,49.8,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1450.0,161.0,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1500.0,85.9,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1556.0,49.2,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1563.0,4.0,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1600.0,329.2,Final
54630d10b19778f2,2022,1,6154,6,13600.0,13.6,1600.0,0.8,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1650.0,101.4,Final
d98c59923cf1e406,2022,1,6154,6,24500.0,24.5,1650.0,92.5,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1653.81,25.6,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1700.0,537.6,Final
54630d10b19778f2,2022,1,6154,6,13600.0,13.6,1700.0,186.4,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1750.0,21.6,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1775.0,75.1,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1792.0,42.2,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1793.06,28.3,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1800.0,263.6,Final
ed4b28215fa4bb5b,2022,1,6154,6,9500.0,9.5,1800.0,64.3,Final
e258c73713013de3,2022,1,6154,6,13100.0,13.1,1800.0,2.1,Final
58328a9f680b6fa7,2022,1,6154,6,17600.0,17.6,1800.0,15.5,Final
d98c59923cf1e406,2022,1,6154,6,24500.0,24.5,1800.0,90.5,Final
54a8df5513165b14,2022,1,6154,6,25150.0,25.15,1800.0,28.4,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1835.27,51.8,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1850.0,123.5,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1900.0,79.8,Final
54630d10b19778f2,2022,1,6154,6,13600.0,13.6,1900.0,1.6,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1906.61,67.6,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1906.63,42.0,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1915.63,8.7,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,1950.0,70.1,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,2000.0,134.9,Final
c07683c96f649908,2022,1,6154,6,17400.0,17.4,2000.0,22.1,Final
2799c0f4b2dd0678,2022,1,6154,6,19500.0,19.5,2000.0,43.8,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,2050.0,3.8,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,2200.0,2.1,Final
54630d10b19778f2,2022,1,6154,6,13600.0,13.6,2200.0,3.3,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,2300.0,10.0,Final
73a883f8ccc0c92f,2022,1,6154,6,3200.0,3.2,2400.0,37.3,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,2500.0,37.3,Final
54630d10b19778f2,2022,1,6154,6,13600.0,13.6,2500.0,1.6,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,2575.78,28.1,Final
73a883f8ccc0c92f,2022,1,6154,6,3200.0,3.2,2700.0,13.2,Final
73a883f8ccc0c92f,2022,1,6154,6,3200.0,3.2,2800.0,20.9,Final
d98c59923cf1e406,2022,1,6154,6,24500.0,24.5,2800.0,25.3,Final
f165b9cc5ba58b8f,2022,1,6154,6,25400.0,25.4,2800.0,2.5,Final
1e7dd3d25983367c,2022,1,6154,6,29620.0,29.62,2950.0,11.5,Final
73a883f8ccc0c92f,2022,1,6154,6,3200.0,3.2,3000.0,13.2,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,3200.0,9.1,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,3800.0,0.6,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,3900.0,6.7,Final
a910062067e4e938,2022,1,6154,6,27800.0,27.8,4000.0,2.4,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,4116.0,3.1,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,4200.0,42.7,Final
54630d10b19778f2,2022,1,6154,6,13600.0,13.6,4500.0,0.9,Final
d91fa160924ef8fa,2022,1,6154,6,100.0,,5000.0,7.3,Final
281cfc6b659b4cd6,2022,1,6001,6,13100.0,13.1,1500.0,5.0,Final
c69cf40bc39b5c5a,2022,1,6001,6,1700.0,1.7,1800.0,0.8,Final
c4fd0e8b3ead353d,2022,1,6001,6,10700.0,10.7,1800.0,2.9,Final
efe42de62e5e3a88,2022,1,6001,6,100.0,,1900.0,3.0,Final
fca39afd01b8669d,2022,1,6001,6,13600.0,13.6,2100.0,10.2,Final
efe42de62e5e3a88,2022,1,6001,6,100.0,,2400.0,14.0,Final
efe42de62e5e3a88,2022,1,6001,6,100.0,,2419.35,0.6,Final
efe42de62e5e3a88,2022,1,6001,6,100.0,,2500.0,3.1,Final
efe42de62e5e3a88,2022,1,6001,6,100.0,,2800.0,54.4,Final
364c6322f7d2aa7f,2022,1,6001,6,17200.0,17.2,3500.0,0.8,Final
efe42de62e5e3a88,2022,1,6001,6,100.0,,4300.0,1.4,Final
efe42de62e5e3a88,2022,1,6001,6,100.0,,4800.0,1.0,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,922.0,8.3,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,950.0,3.6,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,1000.0,21.6,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,1200.0,109.6,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,1289.99,47.5,Final
c773f1d70a844896,2022,2,7004,7,7600.0,7.6,1300.0,109.0,Final
d1dc1c0db816a5e6,2022,2,7004,7,8150.0,8.15,1300.0,34.3,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,1400.0,179.2,Final
c773f1d70a844896,2022,2,7004,7,7600.0,7.6,1400.0,75.8,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,1500.0,20.5,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,1600.0,53.7,Final
6a9474bc1b3448e6,2022,2,7004,7,13600.0,13.6,1600.0,34.5,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,1700.0,2.9,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,1800.0,15.0,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,1850.0,4.5,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,2000.0,5.5,Final
64d65f7489e597f7,2022,2,7004,7,17000.0,17.0,2000.0,7.4,Final
2a4142db3f3bf96d,2022,2,7004,7,100.0,,2100.0,34.3,Final
d18ba58a6790448e,2022,2,7006,7,100.0,,1400.0,1.1,Final
db3ab988a6bc08d1,2022,2,7011,7,100.0,,1900.0,58.8,Final
23f359bf35b6101c,2022,2,7045,7,100.0,,1227.19,8.3,Final
23f359bf35b6101c,2022,2,7045,7,100.0,,1400.0,2.1,Final
8430475421e41b69,2022,2,7022,7,100.0,,1050.0,33.4,Final
8430475421e41b69,2022,2,7022,7,100.0,,1250.0,9.6,Final
8430475421e41b69,2022,2,7022,7,100.0,,1262.5,6.3,Final
8430475421e41b69,2022,2,7022,7,100.0,,1300.0,21.7,Final
c5d8735862a8ce20,2022,2,7022,7,17200.0,17.2,1300.0,66.2,Final
8430475421e41b69,2022,2,7022,7,100.0,,1400.0,1.0,Final
8430475421e41b69,2022,2,7022,7,100.0,,1550.0,8.8,Final
8430475421e41b69,2022,2,7022,7,100.0,,1800.0,3.6,Final
da5f01eb2c1f3327,2022,2,7022,7,8100.0,8.1,1800.0,3.7,Final
3ded387f824fad32,2022,2,7022,7,10900.0,10.9,1800.0,2.5,Final
e62ce61216ace000,2022,2,7022,7,13600.0,13.6,1800.0,0.2,Final
49b0b2371cc1d6a5,2022,2,7023,7,100.0,,1700.0,3.9,Final
3be8c33bd4418ea5,2022,2,7044,7,100.0,,1400.0,13.4,Final
3be8c33bd4418ea5,2022,2,7044,7,100.0,,1650.0,19.7,Final
9c4a7d565e730bfb,2022,2,7044,7,13600.0,13.6,1800.0,35.0,Final
3be8c33bd4418ea5,2022,2,7044,7,100.0,,2050.0,10.6,Final
3be8c33bd4418ea5,2022,2,7044,7,100.0,,2200.0,18.1,Final
9e32f8037f0106e7,2022,2,7042,7,100.0,,1800.0,1.7,Final
9e32f8037f0106e7,2022,2,7042,7,100.0,,2000.0,28.7,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,500.0,384.2,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,600.0,335.3,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,900.0,334.6,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,950.0,1.8,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1000.0,3.0,Final
95ea9fa2f4d69a55,2022,2,7033,7,13400.0,13.4,1000.0,162.8,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1100.0,94.1,Final
100c27259ea8e548,2022,2,7033,7,9400.0,9.4,1100.0,114.5,Final
7199fd6cb2a9280f,2022,2,7033,7,11100.0,11.1,1100.0,108.5,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1150.0,628.9,Final
7199fd6cb2a9280f,2022,2,7033,7,11100.0,11.1,1150.0,282.8,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1175.0,233.5,Final
1a79df47b0fda0be,2022,2,7033,7,20800.0,20.8,1175.0,266.9,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1200.0,625.7,Final
0884113afe3fbe0f,2022,2,7033,7,1900.0,1.9,1200.0,10.9,Final
900968de732811e9,2022,2,7033,7,17300.0,17.3,1200.0,22.5,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1212.0,16.2,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1223.62,593.4,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1250.0,190.5,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1260.0,182.5,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1267.7,112.3,Final
1a79df47b0fda0be,2022,2,7033,7,20800.0,20.8,1267.7,309.2,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1275.0,84.4,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1287.75,34.1,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1300.0,809.7,Final
0884113afe3fbe0f,2022,2,7033,7,1900.0,1.9,1300.0,13.8,Final
d568b7c6204489ef,2022,2,7033,7,24500.0,24.5,1300.0,23.5,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1305.0,9.1,Final
4172b8e7a7b18251,2022,2,7033,7,15700.0,15.7,1306.95,53.1,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1325.0,214.8,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1350.0,178.0,Final
d98a98a9cc4f4c6d,2022,2,7033,7,17000.0,17.0,1350.0,60.6,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1355.31,71.2,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1365.0,140.0,Final
64ca700abf77dbbf,2022,2,7033,7,13200.0,13.2,1365.0,87.2,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1375.0,43.3,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1400.0,446.0,Final
f931f58d412f6052,2022,2,7033,7,13100.0,13.1,1400.0,2.0,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1425.0,18.3,Final
0884113afe3fbe0f,2022,2,7033,7,1900.0,1.9,1428.0,131.7,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1450.0,148.0,Final
dfc9e8d51cc90c50,2022,2,7033,7,13600.0,13.6,1450.0,1.0,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1475.0,112.9,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1500.0,476.6,Final
841a7065710b8545,2022,2,7033,7,7900.0,7.9,1500.0,57.4,Final
d568b7c6204489ef,2022,2,7033,7,24500.0,24.5,1500.0,54.2,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1515.0,96.1,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1550.0,125.0,Final
8cc37a5b9768f211,2022,2,7033,7,100.0,,1589.25,24.2,Final
